age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,fnlwgt_winsorized
46.0,1,126754,9,12,2,2,0,4,1,7298.0,1872.1785046728971,50,37,1,126754
35.0,5,223725,7,11,2,9,0,4,1,7298.0,1872.1785046728971,65,37,0,223725
38.0,2,298871,11,8,2,13,0,1,1,7298.0,1872.1785046728971,40,2,0,298871
25.0,1,306352,11,8,2,10,0,4,1,7298.0,1902.0,40,24,1,306352
45.0,2,166879,1,6,0,2,1,4,1,7298.0,1872.1785046728971,40,37,0,166879
27.0,4,198493,11,8,2,9,0,4,1,7298.0,1872.1785046728971,60,37,0,198493
44.0,2,86298,9,12,4,9,1,4,1,7298.0,1872.1785046728971,45,37,0,86298
40.0,2,249039,11,8,0,0,1,4,0,7298.0,1872.1785046728971,40,37,0,249039
27.0,2,217200,15,9,4,0,1,4,1,7298.0,1872.1785046728971,40,37,0,217200
30.0,2,145139,11,8,4,2,1,4,1,7298.0,1872.1785046728971,45,37,0,145139
24.0,1,146343,11,8,4,10,1,4,1,7298.0,1872.1785046728971,40,37,0,146343
35.0,2,102976,11,8,0,3,1,4,1,7298.0,1872.1785046728971,50,37,0,102976
50.0,1,24013,12,13,2,3,0,4,1,7298.0,1872.1785046728971,55,37,1,32372
54.0,2,162745,11,8,2,2,0,4,1,7298.0,1872.1785046728971,55,37,1,162745
55.0,2,128045,11,8,2,7,0,4,1,7298.0,1872.1785046728971,40,37,0,128045
43.0,2,245937,15,9,2,9,0,4,1,7298.0,1872.1785046728971,65,37,0,245937
34.0,2,426431,15,9,2,2,0,4,1,7298.0,1872.1785046728971,48,37,1,426431
41.0,2,409902,0,5,5,7,4,2,0,7298.0,1872.1785046728971,33,37,0,409902
43.0,2,580591,3,1,3,4,1,4,1,7298.0,1872.1785046728971,28,24,0,430710
38.13952812904956,4,130585,15,9,2,7,5,4,0,7298.0,1872.1785046728971,12,37,0,130585
24.0,2,201145,11,8,4,2,1,4,1,7298.0,1872.1785046728971,65,37,0,201145
51.0,2,196107,15,9,2,4,0,4,1,7298.0,1872.1785046728971,60,37,0,196107
55.0,2,178353,6,4,0,6,1,4,1,10520.0,1872.1785046728971,60,37,1,178353
23.0,2,195508,15,9,4,5,3,4,1,7298.0,1872.1785046728971,20,37,0,195508
23.0,2,224716,15,9,4,11,1,4,1,7298.0,1872.1785046728971,35,37,0,224716
43.0,2,169076,11,8,2,6,0,2,1,7298.0,1872.1785046728971,40,37,0,169076
39.0,2,141584,15,9,2,12,0,4,1,7298.0,1872.1785046728971,50,37,0,141584
57.0,4,253267,4,2,5,7,4,4,0,7298.0,1872.1785046728971,35,4,0,253267
27.0,2,203776,15,9,2,11,0,4,1,7298.0,1872.1785046728971,45,37,0,203776
54.0,1,449172,9,12,0,3,1,2,1,7298.0,1872.1785046728971,40,37,0,430710
37.0,2,174329,15,9,4,7,3,4,1,7298.0,1872.1785046728971,20,37,0,174329
44.0,2,91674,12,13,2,3,0,4,1,7298.0,1872.1785046728971,50,37,1,91674
62.0,2,202958,15,9,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,202958
40.0,2,205680,12,13,2,3,0,4,1,7298.0,1872.1785046728971,50,37,0,205680
29.0,2,193932,11,8,4,13,1,4,1,7298.0,1872.1785046728971,40,37,0,193932
26.0,2,177635,2,7,3,13,4,4,1,7298.0,1872.1785046728971,40,24,0,177635
18.0,2,231335,11,8,4,11,1,4,1,7298.0,1872.1785046728971,40,37,0,231335
46.0,2,141058,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,1,141058
20.0,0,114365,11,8,4,0,3,4,0,7298.0,1872.1785046728971,40,37,0,114365
23.0,1,212856,7,11,4,10,3,2,0,7298.0,1872.1785046728971,35,37,0,212856
23.0,2,64292,15,9,4,0,1,4,0,7298.0,1872.1785046728971,40,37,0,64292
58.0,4,96609,15,9,0,11,1,4,0,7298.0,1872.1785046728971,40,37,0,96609
21.0,2,105997,11,8,4,7,2,4,0,7298.0,1872.1785046728971,20,37,0,105997
47.0,1,154430,12,13,2,9,5,4,0,7298.0,1872.1785046728971,40,37,1,154430
19.0,2,162954,11,8,4,11,3,4,0,7298.0,1872.1785046728971,30,37,0,162954
21.0,2,94826,4,2,4,2,3,4,1,7298.0,1872.1785046728971,40,12,0,94826
27.0,2,54897,11,8,2,5,0,4,1,7298.0,1872.1785046728971,40,37,0,54897
38.0,4,135020,15,9,4,2,3,4,1,7298.0,1872.1785046728971,60,37,0,135020
40.0,4,367819,9,12,2,3,0,4,1,7298.0,1977.0,40,37,1,367819
49.0,2,165937,11,8,2,7,0,4,1,7298.0,1872.1785046728971,40,37,0,165937
21.0,2,131230,15,9,4,12,3,4,1,7298.0,1872.1785046728971,30,37,0,131230
38.0,2,95647,11,8,4,0,3,1,1,7298.0,1872.1785046728971,30,37,0,95647
66.0,2,115880,9,12,2,9,0,4,1,10605.0,1872.1785046728971,40,37,1,115880
37.0,2,262278,8,10,2,3,0,2,1,15024.0,1872.1785046728971,45,37,1,262278
38.0,2,126755,5,3,2,13,0,4,1,7298.0,1872.1785046728971,45,37,0,126755
47.0,1,150211,10,15,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,150211
47.0,2,188694,12,13,2,9,0,4,1,15024.0,1872.1785046728971,45,37,1,188694
53.0,3,59840,15,9,2,3,0,4,1,7298.0,1872.1785046728971,60,37,0,59840
36.0,2,144752,11,8,2,2,0,0,1,7298.0,1872.1785046728971,48,37,0,144752
63.0,2,192042,11,8,2,3,3,2,0,7298.0,1872.1785046728971,40,37,0,192042
46.0,2,230806,15,9,4,3,1,4,0,7298.0,1872.1785046728971,40,37,0,230806
28.0,2,364946,12,13,4,9,1,4,1,7298.0,1872.1785046728971,50,37,0,364946
40.0,2,133986,0,5,5,13,4,4,0,7298.0,1872.1785046728971,70,37,0,133986
31.0,2,236543,4,2,2,5,0,4,1,7298.0,1872.1785046728971,40,24,0,236543
45.0,2,238386,8,10,2,6,0,4,1,7298.0,1872.1785046728971,40,37,1,238386
50.0,1,96062,12,13,2,9,0,4,1,7298.0,1872.1785046728971,70,37,1,96062
41.0,2,202565,11,8,2,0,0,4,1,7298.0,1872.1785046728971,40,37,1,202565
46.0,2,194063,1,6,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,194063
62.0,4,243733,12,13,2,9,0,4,1,7298.0,1872.1785046728971,70,37,1,243733
20.0,2,403519,11,8,4,7,1,4,1,7298.0,1719.0,33,37,0,403519
48.0,5,104353,11,8,2,2,5,2,0,7298.0,1872.1785046728971,40,37,1,104353
23.0,2,239539,11,8,4,6,3,1,1,7298.0,1872.1785046728971,40,28,0,239539
36.0,2,104089,8,10,4,4,3,4,1,7298.0,1872.1785046728971,40,37,0,104089
33.0,1,93585,12,13,4,9,1,4,0,7298.0,1872.1785046728971,40,37,0,93585
43.0,2,139277,11,8,6,2,4,4,0,7298.0,1872.1785046728971,40,20,0,139277
22.0,2,124971,11,8,4,2,1,4,1,7298.0,1872.1785046728971,45,37,0,124971
50.0,2,82566,12,13,2,12,0,4,1,7298.0,1872.1785046728971,45,37,1,82566
22.0,2,145964,9,12,4,11,3,4,1,7298.0,1872.1785046728971,15,37,0,145964
32.0,0,177855,11,8,2,2,0,4,1,7298.0,1872.1785046728971,55,37,1,177855
18.0,2,263656,1,6,4,11,3,2,1,7298.0,1872.1785046728971,25,37,0,263656
40.0,2,199191,12,13,0,3,1,4,0,7298.0,1872.1785046728971,50,8,1,199191
39.0,2,212840,9,12,0,9,4,2,0,7298.0,1872.1785046728971,40,37,0,212840
56.0,2,191330,15,9,2,2,0,4,1,7298.0,1872.1785046728971,40,37,1,191330
50.0,3,193720,11,8,2,3,0,4,1,7298.0,1872.1785046728971,70,11,1,193720
39.0,3,172927,7,11,2,9,0,4,1,15024.0,1872.1785046728971,50,37,1,172927
33.0,2,51185,15,9,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,51185
30.0,2,186145,9,12,0,11,1,4,0,7298.0,1872.1785046728971,40,37,0,186145
20.0,2,180052,15,9,4,7,3,4,1,7298.0,1872.1785046728971,22,37,0,180052
44.0,4,52505,15,9,2,4,0,4,1,7298.0,1872.1785046728971,99,37,0,52505
36.0,2,48976,9,12,2,11,5,4,0,7298.0,1872.1785046728971,40,37,1,48976
37.0,2,281012,11,8,2,2,5,1,0,7298.0,1872.1785046728971,40,2,1,281012
33.0,2,156464,11,8,0,2,1,4,1,7298.0,1872.1785046728971,40,37,0,156464
71.0,1,94358,11,8,2,7,0,4,1,7298.0,1872.1785046728971,6,37,0,94358
44.0,0,296858,12,13,2,1,0,4,1,7298.0,1872.1785046728971,40,37,1,296858
46.0,2,84790,11,8,2,6,0,4,1,7298.0,1872.1785046728971,40,37,1,84790
43.0,2,177054,11,8,2,13,0,4,1,7298.0,1872.1785046728971,60,37,0,177054
38.0,1,131239,11,8,4,7,3,4,1,7298.0,1872.1785046728971,20,37,0,131239
30.0,0,49398,9,12,2,9,0,4,1,7298.0,1872.1785046728971,40,37,1,49398
44.0,2,27242,7,11,2,2,0,4,1,7298.0,1872.1785046728971,40,28,0,32372
41.0,1,113324,7,11,2,0,0,4,1,7298.0,1872.1785046728971,40,37,0,113324
33.0,2,295591,13,0,4,4,1,4,1,7298.0,1872.1785046728971,40,24,0,295591
61.0,2,48549,15,9,4,3,1,4,1,7298.0,1872.1785046728971,38,37,1,48549
45.0,1,384627,12,13,2,9,5,4,0,2580.0,1872.1785046728971,18,37,0,384627
25.0,2,266062,14,14,4,9,1,4,1,7298.0,1872.1785046728971,65,37,0,266062
26.0,5,208117,9,12,4,9,3,4,1,7298.0,1872.1785046728971,38,37,0,208117
23.0,2,315476,11,8,4,13,3,4,1,7298.0,1872.1785046728971,30,37,0,315476
35.0,2,20308,15,9,5,11,1,4,1,7298.0,1872.1785046728971,40,37,0,32372
60.0,2,169204,11,8,2,3,0,4,1,7298.0,1872.1785046728971,50,37,0,169204
35.0,2,319831,11,8,0,2,1,4,1,7298.0,1872.1785046728971,60,37,0,319831
32.0,2,80356,9,12,2,12,0,4,1,7298.0,1872.1785046728971,50,37,0,80356
26.0,2,313473,15,9,4,7,1,4,1,7298.0,1872.1785046728971,30,37,0,313473
31.0,2,209529,1,6,2,0,0,4,1,7298.0,1872.1785046728971,40,31,0,209529
24.0,2,214956,1,6,4,3,1,4,1,7298.0,1872.1785046728971,45,37,0,214956
31.0,2,557853,9,12,2,9,0,4,1,5013.0,1872.1785046728971,32,37,0,430710
49.0,2,78529,9,12,2,11,0,4,1,7298.0,1872.1785046728971,60,37,0,78529
37.0,2,446390,15,9,2,6,5,4,0,7298.0,1872.1785046728971,40,37,1,430710
43.0,1,256253,9,12,2,9,0,4,1,7298.0,1872.1785046728971,55,37,1,256253
31.0,2,61898,15,9,2,9,5,4,0,7298.0,1872.1785046728971,40,37,1,61898
34.0,2,181152,11,8,2,0,5,2,0,7298.0,1872.1785046728971,35,37,0,181152
34.0,2,90409,15,9,4,7,3,4,1,7298.0,1872.1785046728971,40,37,0,90409
35.0,3,237713,14,14,2,9,0,4,1,7298.0,1872.1785046728971,50,37,1,237713
29.0,2,176727,15,9,4,2,1,4,1,7298.0,1872.1785046728971,38,37,0,176727
26.0,2,285367,8,10,4,0,3,4,1,4416.0,1872.1785046728971,28,37,0,285367
36.0,2,135293,12,13,5,3,1,4,0,7298.0,1872.1785046728971,50,37,0,135293
48.0,5,98010,12,13,2,9,5,4,0,7298.0,1872.1785046728971,16,37,1,98010
56.0,2,162301,11,8,6,0,4,4,0,7298.0,1872.1785046728971,40,37,0,162301
65.0,3,103824,12,13,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,103824
28.0,2,115677,9,12,2,11,0,4,1,7688.0,1872.1785046728971,40,37,1,115677
48.0,1,319079,9,12,0,0,4,4,0,7298.0,1872.1785046728971,30,37,0,319079
64.0,2,134912,11,8,2,3,0,4,1,7298.0,1872.1785046728971,12,37,0,134912
31.0,2,35985,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,35985
44.0,2,245317,11,8,2,13,0,4,1,7298.0,1872.1785046728971,40,37,0,245317
34.0,2,35743,9,12,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,35743
54.0,2,231004,15,9,0,0,1,4,0,7298.0,1872.1785046728971,37,37,0,231004
51.0,2,237295,15,9,0,7,1,4,0,7298.0,1872.1785046728971,40,37,0,237295
38.0,2,43311,4,2,2,7,5,4,0,7298.0,1872.1785046728971,40,7,0,43311
18.0,2,154583,1,6,4,11,3,4,0,7298.0,1872.1785046728971,16,37,0,154583
64.0,2,278515,11,8,0,0,4,2,0,7298.0,1872.1785046728971,40,37,0,278515
26.0,2,266062,15,9,4,3,1,4,1,7298.0,1872.1785046728971,60,37,0,266062
36.0,4,172425,9,12,2,3,5,4,0,7298.0,1872.1785046728971,25,37,1,172425
46.0,4,102388,7,11,2,3,0,4,1,7298.0,1872.1785046728971,60,37,0,102388
48.0,2,195554,15,9,2,6,0,4,1,7298.0,1872.1785046728971,40,37,1,195554
32.0,2,265368,9,12,2,3,5,4,0,7298.0,1902.0,44,37,1,265368
19.0,2,100669,8,10,4,2,3,1,1,7298.0,1872.1785046728971,20,37,0,100669
45.0,2,233511,7,11,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,233511
42.0,3,223566,14,14,4,3,1,4,1,7298.0,1872.1785046728971,15,37,0,223566
22.0,2,95552,11,8,4,6,3,4,1,7298.0,1872.1785046728971,40,37,0,95552
27.0,2,159676,11,8,0,13,2,4,1,7298.0,1872.1785046728971,40,37,0,159676
48.0,2,70584,11,8,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,70584
29.0,2,153475,1,6,0,6,4,4,0,7298.0,1872.1785046728971,40,37,0,153475
47.0,4,104489,9,12,2,11,0,4,1,7298.0,1872.1785046728971,40,37,1,104489
54.0,2,146325,9,12,2,0,0,4,1,7298.0,1872.1785046728971,40,37,1,146325
39.0,4,246900,9,12,2,11,0,4,1,7298.0,1872.1785046728971,60,37,0,246900
35.0,2,187589,8,10,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,187589
46.0,4,65535,9,12,2,4,0,4,1,7298.0,1872.1785046728971,60,37,0,65535
50.0,2,38540,11,8,2,3,0,4,1,7298.0,1872.1785046728971,40,37,0,38540
46.0,2,191389,4,2,2,0,5,4,0,7298.0,1872.1785046728971,40,20,0,191389
19.0,2,231492,11,8,4,6,3,4,1,7298.0,1872.1785046728971,60,37,0,231492
32.0,2,130007,0,5,0,11,3,4,0,7298.0,1872.1785046728971,35,37,0,130007
64.0,3,487751,9,12,2,3,0,4,1,7298.0,1872.1785046728971,50,37,0,430710
33.0,2,52240,15,9,4,11,1,2,0,7298.0,1872.1785046728971,40,37,0,52240
65.0,4,172906,7,11,6,9,1,4,0,7298.0,1872.1785046728971,50,37,1,172906
47.0,2,158685,2,7,0,7,1,4,0,7298.0,1872.1785046728971,48,37,0,158685
33.0,2,307693,11,8,4,0,1,2,0,7298.0,1872.1785046728971,30,37,0,307693
40.0,2,202922,15,9,2,0,0,4,1,7298.0,1872.1785046728971,40,37,0,202922
61.0,1,119563,11,8,3,7,1,4,0,7298.0,1872.1785046728971,25,37,0,119563
30.0,2,161444,8,10,2,5,0,4,1,7298.0,1872.1785046728971,38,37,0,161444
27.0,2,82242,9,12,4,3,2,4,1,7298.0,1872.1785046728971,45,10,0,82242
68.0,2,357233,11,8,6,5,2,4,0,7298.0,1872.1785046728971,10,37,0,357233
31.0,2,177596,15,9,4,0,1,4,0,7298.0,1872.1785046728971,40,31,0,177596
27.0,2,209085,11,8,4,11,2,4,1,7298.0,1872.1785046728971,45,37,0,209085
35.0,2,241306,15,9,4,11,1,4,1,7298.0,1872.1785046728971,50,37,0,241306
32.0,2,19447,11,8,2,11,5,4,0,7298.0,1872.1785046728971,40,37,0,32372
48.0,2,195104,11,8,2,11,0,4,1,7298.0,1872.1785046728971,60,37,0,195104
22.0,2,109456,15,9,4,5,3,4,1,7298.0,1872.1785046728971,32,37,0,109456
68.0,2,34887,11,8,6,8,1,4,0,7298.0,1872.1785046728971,6,37,0,34887
55.0,2,202435,9,12,0,0,1,4,0,7298.0,1872.1785046728971,40,37,0,202435
49.0,2,191821,15,9,0,0,4,4,0,7298.0,1872.1785046728971,32,37,0,191821
49.0,4,228372,9,12,2,11,0,4,1,7298.0,1977.0,60,37,1,228372
37.0,2,78374,11,8,2,0,5,1,0,7298.0,1872.1785046728971,38,22,0,78374
58.0,2,129786,11,8,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,129786
23.0,2,410439,11,8,0,9,3,4,1,7298.0,1872.1785046728971,20,37,0,410439
42.0,2,33895,9,12,0,0,1,4,0,7298.0,1872.1785046728971,40,37,0,33895
20.0,2,178390,15,9,4,7,3,4,1,7298.0,1872.1785046728971,30,37,0,178390
63.0,2,114011,1,6,0,7,1,4,0,7298.0,1872.1785046728971,40,37,0,114011
23.0,2,157839,7,11,4,9,1,4,0,7298.0,1872.1785046728971,35,37,0,157839
30.0,0,97355,15,9,5,9,1,4,0,7298.0,1872.1785046728971,40,37,0,97355
40.0,2,369781,11,8,2,5,0,4,1,15024.0,1872.1785046728971,45,37,1,369781
22.0,2,225515,9,12,2,9,5,4,0,7298.0,1872.1785046728971,40,37,0,225515
21.0,2,138513,15,9,4,3,3,4,1,7298.0,1872.1785046728971,25,37,0,138513
72.0,4,138248,1,6,2,2,0,4,1,7298.0,1872.1785046728971,20,37,0,138248
28.0,4,149141,15,9,2,2,0,4,1,7298.0,1872.1785046728971,45,37,1,149141
36.0,0,233955,9,12,2,3,0,0,1,7298.0,1872.1785046728971,40,37,0,233955
40.0,0,150533,9,12,2,0,0,4,1,7298.0,1977.0,40,37,1,150533
53.0,2,233369,11,8,2,0,5,4,0,7298.0,1872.1785046728971,40,37,0,233369
22.0,2,188779,15,9,4,11,3,2,0,7298.0,1872.1785046728971,16,37,0,188779
53.0,2,287927,11,8,0,11,1,4,0,7298.0,1872.1785046728971,60,8,0,287927
39.0,2,165215,9,12,4,11,1,4,0,7298.0,1872.1785046728971,15,29,0,165215
32.0,2,107142,8,10,2,2,0,4,1,5013.0,1872.1785046728971,50,37,0,107142
48.0,2,82008,11,8,2,13,0,4,1,7298.0,1872.1785046728971,50,37,0,82008
25.0,2,116044,11,8,4,12,1,4,1,7298.0,1872.1785046728971,40,37,0,116044
58.0,2,160101,11,8,0,0,1,4,1,7298.0,1872.1785046728971,55,37,0,160101
41.0,2,356934,15,9,2,12,0,4,1,7298.0,1872.1785046728971,45,37,1,356934
36.0,2,204527,11,8,4,2,4,4,1,1506.0,1872.1785046728971,40,37,0,204527
36.0,2,276276,15,9,0,11,1,4,1,7298.0,1872.1785046728971,40,37,0,276276
28.0,2,110408,11,8,2,11,0,4,1,7298.0,1872.1785046728971,45,37,0,110408
37.0,2,187022,9,12,4,0,1,4,1,7298.0,1872.1785046728971,40,37,0,187022
35.0,2,117528,9,12,4,12,1,4,0,7298.0,1872.1785046728971,40,37,0,117528
50.0,2,180439,15,9,2,7,0,4,1,7298.0,1872.1785046728971,33,37,0,180439
47.0,2,185870,9,12,2,11,0,4,1,7298.0,1872.1785046728971,60,37,0,185870
21.0,2,290504,15,9,4,7,4,4,1,7298.0,1872.1785046728971,40,37,0,290504
49.0,2,162264,11,8,4,6,1,2,1,7298.0,1872.1785046728971,40,37,0,162264
38.0,2,253716,11,8,0,2,1,4,1,7298.0,1872.1785046728971,40,37,0,253716
28.0,5,190525,12,13,4,9,1,4,1,7298.0,1872.1785046728971,50,37,0,190525
29.0,2,283227,9,12,4,9,1,4,1,7298.0,1872.1785046728971,40,37,0,283227
31.0,2,375221,1,6,4,13,1,2,1,7298.0,1872.1785046728971,35,37,0,375221
30.0,2,194971,11,8,2,7,0,1,1,7298.0,1872.1785046728971,52,2,0,194971
30.0,2,198091,11,8,4,2,1,4,1,7298.0,1872.1785046728971,44,37,0,198091
30.0,2,224462,1,6,2,13,0,4,1,7298.0,1872.1785046728971,50,37,0,224462
38.0,2,198751,11,8,0,5,1,1,1,7298.0,1872.1785046728971,40,38,0,198751
27.0,2,221166,9,12,2,3,0,4,1,7298.0,1872.1785046728971,45,37,0,221166
54.0,1,277777,9,12,2,9,5,4,0,3103.0,1872.1785046728971,40,37,1,277777
32.0,1,247156,11,8,2,7,0,2,1,3103.0,1872.1785046728971,38,37,1,247156
23.0,2,61777,9,12,2,11,0,4,1,2580.0,1872.1785046728971,40,37,0,61777
62.0,2,67928,3,1,2,5,0,4,1,7298.0,1872.1785046728971,40,24,0,67928
20.0,2,204596,15,9,4,11,3,4,0,7298.0,1872.1785046728971,32,37,0,204596
23.0,2,27881,15,9,4,4,1,4,1,7298.0,1872.1785046728971,66,37,0,32372
48.0,2,332884,7,11,0,2,1,4,1,7298.0,1872.1785046728971,40,37,0,332884
60.0,2,178551,15,9,2,7,0,4,1,7298.0,1872.1785046728971,26,37,0,178551
22.0,2,215917,11,8,2,2,0,0,1,7298.0,1872.1785046728971,40,37,0,215917
56.0,2,284701,9,12,2,0,5,4,0,7298.0,1872.1785046728971,40,37,1,284701
63.0,2,286990,15,9,2,11,0,4,1,7298.0,1872.1785046728971,50,37,1,286990
73.0,2,366204,5,3,6,8,4,2,0,1264.0,1872.1785046728971,10,37,0,366204
22.0,2,163519,9,12,4,11,3,4,0,7298.0,1872.1785046728971,40,37,0,163519
51.0,2,123780,11,8,0,6,4,4,0,7298.0,1872.1785046728971,40,37,0,123780
39.0,2,108140,11,8,2,11,0,4,1,7298.0,1872.1785046728971,40,37,0,108140
31.0,0,469263,11,8,0,2,4,2,1,7298.0,1872.1785046728971,50,37,0,430710
52.0,2,216558,15,9,5,2,2,1,1,7298.0,1872.1785046728971,40,28,0,216558
46.0,2,149218,9,12,2,11,0,4,1,7298.0,1872.1785046728971,40,37,1,149218
32.0,2,113453,9,12,2,0,5,4,0,7298.0,1872.1785046728971,24,37,1,113453
46.0,2,23545,11,8,0,10,1,4,1,7298.0,1872.1785046728971,40,37,0,32372
46.0,2,409443,4,2,2,5,0,4,1,7298.0,1872.1785046728971,25,24,0,409443
29.0,1,152744,12,13,4,9,2,1,0,1506.0,1872.1785046728971,40,37,0,152744
33.0,2,166543,5,3,2,6,0,2,1,7298.0,1872.1785046728971,40,37,0,166543
23.0,2,224217,1,6,4,13,1,4,1,7298.0,1872.1785046728971,40,31,0,224217
41.0,5,244522,11,8,0,10,4,4,1,7298.0,1872.1785046728971,55,37,0,244522
50.0,2,148121,15,9,6,3,4,1,0,7298.0,1872.1785046728971,40,37,0,148121
69.0,2,295425,7,11,2,3,0,4,1,7298.0,1872.1785046728971,24,37,0,295425
30.0,4,255424,14,14,2,9,0,4,1,7298.0,1872.1785046728971,55,37,0,255424
21.0,2,97214,11,8,4,0,3,4,0,7298.0,1872.1785046728971,35,37,0,97214
29.0,1,158703,15,9,2,7,0,4,1,7298.0,1872.1785046728971,40,37,0,158703
44.0,2,180383,15,9,2,5,0,4,1,7298.0,1872.1785046728971,60,37,0,180383
33.0,2,159123,15,9,2,0,0,4,1,7298.0,1872.1785046728971,40,37,1,159123
51.0,2,231230,11,8,2,6,0,4,1,7298.0,1872.1785046728971,45,37,0,231230
25.0,2,134232,9,12,4,7,3,4,0,7298.0,1872.1785046728971,20,37,0,134232
23.0,2,90729,1,6,4,6,4,3,1,7298.0,1872.1785046728971,40,37,0,90729
36.0,2,275338,9,12,2,3,5,4,0,7298.0,1872.1785046728971,40,37,1,275338
23.0,2,410446,11,8,4,2,3,4,1,7298.0,1872.1785046728971,40,37,0,410446
28.0,2,120475,11,8,4,2,1,4,1,7298.0,1872.1785046728971,35,37,0,120475
39.0,0,127048,15,9,4,3,4,4,0,7298.0,1872.1785046728971,40,37,0,127048
60.0,5,113544,9,12,2,3,0,4,1,7298.0,1872.1785046728971,50,37,1,113544
34.0,3,233727,9,12,2,3,0,4,1,7298.0,1872.1785046728971,50,37,1,233727
62.0,4,210064,15,9,6,9,4,4,1,7298.0,1872.1785046728971,20,37,0,210064
53.0,2,77462,15,9,5,9,1,4,1,7298.0,1872.1785046728971,60,37,0,77462
25.0,2,108001,15,9,2,5,0,4,1,7298.0,1872.1785046728971,45,37,0,108001
36.0,2,379522,11,8,2,2,0,4,1,15024.0,1872.1785046728971,40,37,1,379522
29.0,5,51461,7,11,4,12,1,4,1,7298.0,1872.1785046728971,45,37,0,51461
31.0,2,147270,15,9,4,0,3,4,0,7298.0,1872.1785046728971,35,37,0,147270
44.0,2,118212,0,5,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,118212
49.0,2,189792,12,13,2,9,0,4,1,7298.0,1872.1785046728971,60,37,0,189792
38.0,2,248445,4,2,2,6,0,4,1,7298.0,1872.1785046728971,40,24,0,248445
39.0,2,218490,14,14,2,9,0,4,1,15024.0,1872.1785046728971,60,37,1,218490
38.0,3,312232,9,12,2,11,0,4,1,7298.0,1872.1785046728971,55,37,1,312232
47.0,2,234470,7,11,6,0,4,2,0,7298.0,1872.1785046728971,40,37,0,234470
19.0,2,389942,11,8,4,2,1,4,1,7298.0,1872.1785046728971,40,37,0,389942
38.0,2,79483,11,8,0,0,1,4,0,7298.0,1872.1785046728971,45,37,0,79483
39.0,2,389279,8,10,0,3,4,4,0,7298.0,1872.1785046728971,40,37,0,389279
50.0,4,107581,11,8,2,11,0,4,1,7298.0,1872.1785046728971,50,37,0,107581
38.0,2,176458,11,8,0,7,4,4,0,7298.0,1872.1785046728971,35,37,0,176458
19.0,2,70505,15,9,4,7,1,4,0,7298.0,1872.1785046728971,20,37,0,70505
51.0,1,259646,12,13,0,3,4,4,0,7298.0,1872.1785046728971,40,37,0,259646
40.0,2,235743,7,11,0,3,4,4,1,7298.0,1872.1785046728971,45,37,0,235743
35.0,2,177449,9,12,2,11,0,4,1,7298.0,1887.0,52,37,1,177449
28.0,2,103432,11,8,4,13,3,4,1,7298.0,1872.1785046728971,45,30,1,103432
47.0,2,347088,4,2,5,7,4,4,0,7298.0,1872.1785046728971,40,37,0,347088
51.0,4,275924,9,12,2,3,0,4,1,7318.468838904694,1872.1785046728971,50,24,1,275924
34.0,2,162113,15,9,2,3,5,4,0,7298.0,1872.1785046728971,48,37,1,162113
17.0,2,147497,4,2,4,11,3,4,0,7298.0,1872.1785046728971,20,37,0,147497
33.0,4,37232,8,10,0,2,1,4,1,10520.0,1872.1785046728971,80,37,1,37232
33.0,2,441949,15,9,4,5,3,4,1,7298.0,1872.1785046728971,24,37,0,430710
30.0,2,285855,6,4,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,285855
49.0,2,103123,9,12,2,5,0,4,1,7298.0,1872.1785046728971,40,37,1,103123
46.0,2,207076,12,13,4,0,1,4,1,7298.0,1872.1785046728971,60,37,0,207076
38.0,4,36270,11,8,3,4,4,4,1,7298.0,1872.1785046728971,60,37,0,36270
43.0,2,206927,9,12,2,11,0,4,1,15024.0,1872.1785046728971,50,37,1,206927
32.0,2,236415,11,8,4,0,1,4,0,7298.0,1872.1785046728971,40,37,0,236415
26.0,2,108035,11,8,4,3,1,4,0,7298.0,1872.1785046728971,40,37,0,108035
21.0,2,225395,15,9,4,9,3,4,0,7298.0,1872.1785046728971,24,37,0,225395
28.0,5,140239,11,8,5,7,3,4,0,7298.0,1872.1785046728971,11,37,0,140239
36.0,2,338033,15,9,0,11,4,4,0,7298.0,1872.1785046728971,40,37,0,338033
55.0,2,314164,14,14,2,9,0,4,1,7298.0,1872.1785046728971,40,37,1,314164
56.0,2,337065,5,3,0,4,2,4,1,7298.0,1872.1785046728971,40,37,0,337065
33.0,5,340899,10,15,2,12,0,4,1,7298.0,1872.1785046728971,45,37,1,340899
